3
sumW  sumStop
0.000000E+00 9.666667E-01 0.000000E+00
1.000000E-01 9.666667E-01 2.220446E-15
2.000000E-01 9.666667E-01 -3.330669E-15
3.000000E-01 9.666667E-01 0.000000E+00
4.000000E-01 9.666667E-01 2.220446E-15
5.000000E-01 9.666667E-01 4.440892E-15
6.000000E-01 9.666667E-01 -3.330669E-15
7.000000E-01 9.666667E-01 -3.330669E-15
8.000000E-01 9.666667E-01 -3.330669E-15
9.000000E-01 9.666667E-01 6.661338E-15
1.000000E+00 9.666667E-01 -4.440892E-15
1.100000E+00 9.666667E-01 1.110223E-15
1.210000E+00 9.666667E-01 0.000000E+00
1.320000E+00 9.666667E-01 -1.009294E-15
1.430000E+00 9.666667E-01 4.037175E-15
1.540000E+00 9.666667E-01 -4.037175E-15
1.650000E+00 9.666667E-01 1.009294E-15
1.760000E+00 9.666667E-01 -4.037175E-15
1.870000E+00 9.666667E-01 3.027881E-15
1.980000E+00 9.666667E-01 -1.009294E-15
2.090000E+00 9.666667E-01 2.018587E-15
2.200000E+00 9.666667E-01 1.009294E-15
2.310000E+00 9.666667E-01 -4.037175E-15
2.431000E+00 9.666667E-01 5.505238E-15
2.552000E+00 9.666667E-01 -3.670159E-15
2.673000E+00 9.666667E-01 2.752619E-15
2.794000E+00 9.666667E-01 -2.752619E-15
2.915000E+00 9.666667E-01 5.505238E-15
3.036000E+00 9.666667E-01 -9.175397E-16
3.157000E+00 9.666667E-01 -2.752619E-15
3.278000E+00 9.666667E-01 0.000000E+00
3.399000E+00 9.666667E-01 2.752619E-15
3.520000E+00 9.666667E-01 -1.835079E-15
3.641000E+00 9.666667E-01 0.000000E+00
3.774100E+00 9.666667E-01 0.000000E+00
3.907200E+00 9.666667E-01 1.668254E-15
4.040300E+00 9.666667E-01 -4.170635E-15
4.173400E+00 9.666667E-01 -8.341270E-16
4.306500E+00 9.666667E-01 -1.668254E-15
4.439600E+00 9.666667E-01 4.170635E-15
4.572700E+00 9.666667E-01 -1.668254E-15
4.705800E+00 9.666667E-01 8.341270E-16
4.838900E+00 9.666667E-01 0.000000E+00
4.972000E+00 9.666667E-01 0.000000E+00
5.105100E+00 9.666667E-01 0.000000E+00
5.251510E+00 9.666667E-01 7.582973E-16
5.397920E+00 9.666667E-01 0.000000E+00
5.544330E+00 9.666667E-01 -3.033189E-15
5.690740E+00 9.666667E-01 1.516595E-15
5.837150E+00 9.666667E-01 2.274892E-15
5.983560E+00 9.666667E-01 -2.274892E-15
6.129970E+00 9.666667E-01 0.000000E+00
6.276380E+00 9.666667E-01 0.000000E+00
6.422790E+00 9.666667E-01 1.516595E-15
6.569200E+00 9.666667E-01 7.582973E-16
6.715610E+00 9.666667E-01 -2.274892E-15
6.876661E+00 9.666667E-01 2.068083E-15
7.037712E+00 9.666667E-01 -2.757445E-15
7.198763E+00 9.666667E-01 -6.893611E-16
7.359814E+00 9.666667E-01 1.378722E-15
7.520865E+00 9.666667E-01 -6.893611E-16
7.681916E+00 9.666667E-01 0.000000E+00
7.842967E+00 9.666667E-01 2.757445E-15
8.004018E+00 9.666667E-01 -2.068083E-15
8.165069E+00 9.666667E-01 4.825528E-15
8.326120E+00 9.666667E-01 -1.378722E-15
8.487171E+00 9.666667E-01 -5.514889E-15
8.664327E+00 9.666667E-01 3.133460E-15
8.841483E+00 9.666667E-01 -1.253384E-15
9.018639E+00 9.666667E-01 6.266920E-16
9.195795E+00 9.666667E-01 -2.506768E-15
9.372952E+00 9.666667E-01 6.266920E-16
9.550108E+00 9.666667E-01 -6.266920E-16
9.727264E+00 9.666667E-01 1.880076E-15
9.904420E+00 9.666667E-01 1.253384E-15
1.008158E+01 9.666667E-01 -6.266920E-16
1.025873E+01 9.666667E-01 -4.386844E-15
1.043589E+01 9.666667E-01 5.013536E-15
1.063076E+01 9.666667E-01 -1.709160E-15
1.082563E+01 9.666667E-01 -1.139440E-15
1.102050E+01 9.666667E-01 1.709160E-15
1.121537E+01 9.666667E-01 0.000000E+00
1.141025E+01 9.666667E-01 -5.697200E-16
1.160512E+01 9.666667E-01 -1.139440E-15
1.179999E+01 9.666667E-01 -5.697200E-16
1.199486E+01 9.666667E-01 1.709160E-15
1.218973E+01 9.666667E-01 5.697200E-16
1.238461E+01 9.666667E-01 -2.278880E-15
1.257948E+01 9.666667E-01 0.000000E+00
1.279384E+01 9.666667E-01 2.071709E-15
1.300819E+01 9.666667E-01 -3.107563E-15
1.322255E+01 9.666667E-01 1.035854E-15
1.343691E+01 9.666667E-01 1.553782E-15
1.365127E+01 9.666667E-01 0.000000E+00
1.386563E+01 9.666667E-01 -2.589636E-15
1.407999E+01 9.666667E-01 5.179272E-16
1.429435E+01 9.666667E-01 -1.553782E-15
1.450871E+01 9.666667E-01 3.107563E-15
1.472307E+01 9.666667E-01 -2.071709E-15
1.493742E+01 9.666667E-01 1.553782E-15
1.517322E+01 9.666667E-01 9.416859E-16
1.540901E+01 9.666667E-01 2.354215E-15
1.564481E+01 9.666667E-01 -1.883372E-15
1.588060E+01 9.666667E-01 -2.825058E-15
1.611640E+01 9.666667E-01 0.000000E+00
1.635219E+01 9.666667E-01 9.416859E-16
1.658799E+01 9.666667E-01 0.000000E+00
1.682378E+01 9.666667E-01 -9.416859E-16
1.705958E+01 9.666667E-01 -1.412529E-15
1.729537E+01 9.666667E-01 1.412529E-15
1.753117E+01 9.666667E-01 0.000000E+00
1.779054E+01 9.666667E-01 1.712156E-15
1.804992E+01 9.666667E-01 -1.712156E-15
1.830929E+01 9.666667E-01 1.712156E-15
1.856866E+01 9.666667E-01 -8.560781E-16
1.882804E+01 9.666667E-01 -8.560781E-16
1.908741E+01 9.666667E-01 4.280390E-16
1.934679E+01 9.666667E-01 -4.280390E-16
1.960616E+01 9.666667E-01 4.280390E-16
1.986554E+01 9.666667E-01 1.284117E-15
2.012491E+01 9.666667E-01 -4.280390E-16
2.038428E+01 9.666667E-01 -2.996273E-15
2.066960E+01 9.666667E-01 1.167379E-15
2.095491E+01 9.666667E-01 1.167379E-15
2.124022E+01 9.666667E-01 -1.556506E-15
2.152553E+01 9.666667E-01 1.556506E-15
2.181084E+01 9.666667E-01 -7.782528E-16
2.209615E+01 9.666667E-01 1.167379E-15
2.238147E+01 9.666667E-01 -7.782528E-16
2.266678E+01 9.666667E-01 7.782528E-16
2.295209E+01 9.666667E-01 -3.113011E-15
2.323740E+01 9.666667E-01 5.447770E-15
2.352271E+01 9.666667E-01 -3.502138E-15
2.383655E+01 9.666667E-01 -3.183761E-15
2.415040E+01 9.666667E-01 3.183761E-15
2.446424E+01 9.666667E-01 -7.075025E-16
2.477808E+01 9.666667E-01 2.476259E-15
2.509193E+01 9.666667E-01 -1.768756E-15
2.540577E+01 9.666667E-01 2.476259E-15
2.571961E+01 9.666667E-01 -2.830010E-15
2.603345E+01 9.666667E-01 -3.537513E-16
2.634730E+01 9.666667E-01 1.061254E-15
2.666114E+01 9.666667E-01 0.000000E+00
2.697498E+01 9.666667E-01 3.537513E-16
2.732021E+01 9.666667E-01 -1.286368E-15
2.766544E+01 9.666667E-01 -6.431841E-16
2.801066E+01 9.666667E-01 1.286368E-15
2.835589E+01 9.666667E-01 1.607960E-15
2.870112E+01 9.666667E-01 -9.647762E-16
2.904635E+01 9.666667E-01 -1.607960E-15
2.939157E+01 9.666667E-01 2.251144E-15
2.973680E+01 9.666667E-01 -1.607960E-15
3.008203E+01 9.666667E-01 3.215921E-16
3.042725E+01 9.666667E-01 -2.251144E-15
3.077248E+01 9.666667E-01 -6.431841E-16
3.115223E+01 9.666667E-01 2.923564E-16
3.153198E+01 9.666667E-01 2.923564E-15
3.191173E+01 9.666667E-01 1.754139E-15
3.229148E+01 9.666667E-01 -2.631208E-15
3.267123E+01 9.666667E-01 2.923564E-16
3.305098E+01 9.666667E-01 8.770693E-16
3.343073E+01 9.666667E-01 1.461782E-15
3.381048E+01 9.666667E-01 0.000000E+00
3.419023E+01 9.666667E-01 -2.046495E-15
3.456998E+01 9.666667E-01 8.770693E-16
3.494973E+01 9.666667E-01 8.770693E-16
3.536745E+01 9.666667E-01 -5.315571E-16
3.578518E+01 9.666667E-01 1.328893E-15
3.620290E+01 9.666667E-01 -1.328893E-15
3.662063E+01 9.666667E-01 0.000000E+00
3.703835E+01 9.666667E-01 7.973357E-16
3.745608E+01 9.666667E-01 7.973357E-16
3.787380E+01 9.666667E-01 -5.315571E-16
3.829153E+01 9.666667E-01 -1.860450E-15
3.870925E+01 9.666667E-01 7.973357E-16
3.912698E+01 9.666667E-01 7.973357E-16
3.954470E+01 9.666667E-01 0.000000E+00
4.000420E+01 9.666667E-01 -9.664675E-16
4.046370E+01 9.666667E-01 1.208084E-15
4.092319E+01 9.666667E-01 0.000000E+00
4.138269E+01 9.666667E-01 4.832338E-16
4.184219E+01 9.666667E-01 -1.449701E-15
4.230169E+01 9.666667E-01 7.248506E-16
4.276118E+01 9.666667E-01 1.208084E-15
4.322068E+01 9.666667E-01 -4.832338E-16
4.368018E+01 9.666667E-01 2.416169E-16
4.413968E+01 9.666667E-01 -2.416169E-16
